label,review
1,太空的党支部，空发四声//@吃货观察员大熊:[哈哈][哈哈]
1,饭后与宝妞玩积木，妈妈：你在给谁盖房子呢？宝妞：我在给大小姐盖个漂亮的房子。大小姐？？妈妈：谁家的大小姐？老曲家呀[哈哈][哈哈]不愧是我闺女[鼓掌]@茗月76 @晓音不晓音 @Carina_谢云 @宋佳SARA @超级无敌奥特慢
1,明晚[鼓掌] //@西子inTK:转发微博。
1,正宗的费列罗哦，屈臣氏买的。放心吃！[哈哈]
1,早上好，乌旅人和乌米童鞋们[哈哈]
1,[闭嘴][闭嘴][闭嘴] //@李白_奶奶喊你回家磨豆浆:说的好  是不是去东莞被抓了？[嘻嘻][嘻嘻][嘻嘻]  //@张帆DORA:回复@微米:方便把快递单号发给我吗？严重怀疑快递?外出旅游了！出国游也该回来呢！
1,[爱你] //@刘洋:我都看哭了，虽然没去[抓狂]
1,我在凤凰汇，人很少，美女很多！[嘻嘻] 我在:http://t.cn/zWThAhm
1,反正不能亏着自己[偷笑][嘻嘻]//@日光子:感觉小时候不能逆反的孩子，会延迟到成人后客观条件独立下的时候再弥补这段逆反期～
1,本周六晚，黑衣人首次以嘉宾身份集体登台哦！[抱抱]到底私底下的黑衣叫兽们都是怎样的呢？[花心]右边的本尊们别紧张好吗？→_→//@Dazzle-lee: 这是什么节奏？瞬间压力好大！！！可以让时间停止吗？ //@大本营小白:别把我写太好！我师傅没教我瞬间移动！唉！
1,一定要吃的，有时间有时间还会去湖边吃，还有螺蛳，喝着黄酒 ，再欣赏着湖景， //@高建文茅台:[心] //@博斐秀禾:又快到了大闸蟹上市的时候啦。。。美味肥厚的大闸蟹啊[花心][哈哈]。。您们会不会吃呢? @陈玉霞博斐秀禾 @彭涌_爱美食 @杨代胜 @高建文茅台@美食微吧
1,我属于第二种。[嘻嘻]
1,[酷] //@社会版:搜来的结果才叫用户真切的体验，百度案例有趣的创新案例很多，百度知道搜变形金刚，2011春节搜红包，快速从互动获得新的注册用户，个性化贴近用户个人习惯，再测试更多的产品创新贴近更快捷的实际应用。[嘻嘻]@百度PM招聘 @用户体验 @百度经验 @百度知道 @百度质量部
1,我们也爱你[亲亲]
1,[哈哈] //@我们读书吧: 《生活大爆炸》众主演与观众玩快闪
1,//@楼主好人一生平安:特别喜欢中大如此包容...[哈哈] //  @廖杞南  :以人为本/  @中山大学珠海团工委  :珠海校区团工委表示，此类申请理由，一律批准，请知会各位团干。
1,[嘻嘻]//@895DJ童尧:天天快乐
1,汽修工的脱裤技巧！！！[哈哈]
1,关键是你邪恶了。[哈哈]
1,以前我也一直纳闷//@神通广大: 学习了@穷游网:不同航空联盟飞机座位排序的规则不同。例如星空联盟按ABC DEF的顺序，而天合联盟以最大的飞机一排11个位子编号，ABC DEFGH JKL这样来排序。如果是单通道飞机，就去掉中间5个字母。关注@穷游问答，长知识！[嘻嘻]更多专业解答：http://t.cn/zjWhnPK
1,随机函数可以帮助你实现家庭和谐。PS:程序的大概意思为――设置四句要说的话，用random指令让他们无限循环随机回答。[嘻嘻]
1,回覆@李坤益:呜哇 命苦呀！ 姐又抑郁了。 //@李坤益:转发此微博:姐，这也太痴情了点吧？！[抓狂][汗][嘻嘻][泪][兔子] //@Radio李丹:太悲催了[?] // @ynradio蓝淇 ：也太背了………… //@Radio李丹:太悲催了[?] //@ynradio蓝淇：也太背了…………
1,参加完东丽运动和南楼会议后现在要奔王串场赴宴了[嘻嘻] 我在:http://t.cn/zYcKjcB
1,回复@cq黄小陆:嘿嘿，好不好耍你都懂噻[嘻嘻] //@cq黄小陆:好耍哈
1,越来越爱@gotonextday 了，尤其是微信推送，每天期待。[哈哈]@Bubu
1,[握手]//@姚理文: 回复@阳光和天地:[笑哈哈][给力] //@阳光和天地:是呀，被您点明了[嘻嘻]//@姚理文: 蜗牛！[耶]//@阳光和天地: 细看到二个小触角，形象到一只小昆虫[good]//@俞林820: 转发微博 //@姚理文:蜗牛！[耶] //@阳光和天地: 细看到二个小触角，形象到一只小昆虫[good] //@俞林820: 转发微博
1,我的美丽伴娘们，@何小剪 @Rainbow艳 小礼服试起来，最终觉得简简单单的最美！！@半牙LO 就差你了哦！呵呵[爱你][爱你][爱你][爱你][爱你]
1,快来雅乐轩帐篷与雅乐轩女孩互动，免费玩游戏，还有礼品赠送！[鼓掌]
1,下午东方宾馆见！ [哈哈]//@乐游广东:#带着微博去厦门#9月11号和13号广州、深圳推介会上小伙伴们可提前体验厦门博饼民俗哦！转评本博，分享这个消息，还有机会抽取IPAD mini 一台！[嘻嘻]我们来了！
1,去青岛生活吧[嘻嘻]
1,//@微博甘肃: //@张掖联通汇丰营业厅://@张掖户外网://@旅游甘肃:@张掖户外网 @金张掖旅游 @中侨旅游张掖分社 @张掖同城会 @张掖人网 @金张掖在线资讯 @甘州发布 @人文甘肃 @甘肃共青团 @微博甘肃 [爱你][爱你][爱你][爱你]
1,民生[鼓掌][鼓掌] //@极边诱惑:鼓掌。腾冲明天更美好。
1,本周五，眉州东坡“2013沁夏新品品鉴会暨527美食速递启动仪式”即将举行，欲了解沁夏新菜品介绍，可关注我们的微博哦。[可爱]
1,回复@DF大尉 :中午好！也代问小吉好！[哈哈]
1,有美食，鲜花，悠扬的背景音乐，美女，好心情的CJW下午茶[可爱][加油]
1,图中的小正太是我弟弟，会所有流派的演唱方式，会所有流派的舞蹈方法，能写国际项目的文化评论，善良，细心，工作努力，执着梦想！他的处女专辑即将面世，我的内心，感慨，感动，感恩！//@刘森迪: 美女赛赛，辛苦了~今晚拍摄很成功~[鼓掌][鼓掌]
1,我们终于有生之年狭路相逢了[爱你][爱你]，在网上购买书的朋友，也可以私信地址给我寄明信片！
1,如果你是这样的一个人，如果你喜欢我们的工作环境和氛围，就请尽快联系我们吧[鼓掌][鼓掌]
1,最近好累噢?一个月没歇着了。从郴州坐高铁去长沙，晚上的飞机回北京?这些时间做什么啊[泪][泪] 好无聊，亲们求陪聊?[爱你][爱你] 有没有长沙的，求偶遇?[泪][浮云] 我在:http://t.cn/zHDPRrZ
1,//@傅蓉SIUD: 很形象[嘻嘻]
1,天下美食出四川啊[哈哈]口水[馋嘴]开吃！就这家了[熊猫]
1,酱紫啊~~ //@周艺文:[嘻嘻]  //@摄氏7公里://@亮亮selina:[哈哈] //@微博热点:原来如此……搜逗死乃
1,楼下又开了一家联华[嘻嘻]@linux_china @小哲别
1,AUV！照了！[给力] [威武]//@张迪-XCAR:这是我看到的最贴切的解释了，赶紧，让你们也照照镜子。[太开心] @张怡   @都是妖蛾子   @da雪   @董佳丽XCAR   @江湖人称海总   @蓝色豹纹   @杨小晔晔   @吉良先生
1,是滴欢迎有空来看看[鼓掌][鼓掌][鼓掌][鼓掌] //@Sabrina罗晓燕:哇，玖食龙虾开新店咯，好吃的大龙虾[花心][花心][鼓掌][鼓掌][太开心][太开心]
1,回复@米途方敏:等你看了新版本，你就明白了；至少我得超越曾经的自己吧，哈哈；你老兄还挺敏感的啊； //@米途方敏:回复@同程和平: 老吴同志的微博总共提了携程、艺龙、米途、去哪儿这几个应用，你有信心超越两个，是哪两个呀？[嘻嘻][哈哈]
1,牛b吧[嘻嘻]
1,#可可成长#在送老爸回平潭的路上，可可想留在外公外婆家，说我们可以自己回来，她在外婆家过寒假。这孩子还真是只要有玩伴就可以不要父母了呀。[晕][哼]图片是上次小雨上来，两孩子一起做@拉比盒子 的手工，小雨的愿望:想要月亮。[哈哈]@辣妈手记
1,宝宝开心，您放心[嘻嘻] //@嘉乐会月嫂:感谢您对阿姨和我们的认可，我们会继续努力的！[爱你]
1,还有美吕[嘻嘻] //@快乐的老毕在杭州:勾起了对三亚无穷回忆，水平，椰风，海滩，天涯海角，南山。。。。
1,#和器材合个影# [亲亲] @微摄友
1,#astrus hotel#俄罗斯莫斯科沙皇庄园外的桥梁上有不少许愿锁，不过这里许愿可是与世不同，是许愿一定要离婚的！[嘻嘻][嘻嘻][嘻嘻][嘻嘻]莫斯科百分之九十的离婚率就是证据！看来俄罗斯人的愿望实现了！
1,这次是真的吗，那些参与者//@偷蜜的大熊:操作手法虽不新鲜但管用 // @lee喵猫 ://  @姚晨  : 百度一下，就知真相。[哈哈] //  @新民周刊杨江  ://   @新民周刊   :   @黄健翔   :说了次真话。
1,//@莞城图书馆:17号下午的设计家论坛，90岁高龄的张慈中先生也将现身论坛，与大家分享他传奇的书籍设计生涯！敬请期待！[太开心]@文化莞城 @韩湛宁 @深圳尚书吧 @东莞日报 @东莞时报 @南都东莞 @广州日报东莞新闻 @东莞理工学院莞城校区图书馆 @东莞民间文化青年学会 @方所文化 @中国书籍设计网
1,[哈哈]希望开心和欢乐伴随大伙1314哦！[偷笑]每周四晚锁定@安徽卫视 #超级笑星#把快乐送给大家~[围观]
1,"回复@Ctrip陈雯:[嘘]小声点儿。 //@Ctrip陈雯:荣总有绯闻啦[可爱] //@荣雪斌:[哈哈]我还没注意,是挺衬的. //@荣雪斌:回复@CGonline:吴千语,香港模特,电影主演 //@CGonline:领带颜色和裙子好衬啊...何方美女？ //@荣雪斌:[闭嘴]别瞎说,该有绯闻了. //@小水一方:结婚照？"
1,[爱你]细节中求浪漫，快看链接[心]http://t.cn/zYaMYgn[心]
1,昨夜在北海道小樽又见证了一把专注的魅力。在一个10平米不到的居酒屋空间，厨师长兼老板把调酒烹饪陪客收银全包了，而且做的井井有条。烤?是我至今为主吃过最细致的，刀功行云流水，潇洒得像表演一般。最最有型的，是把iPad用来垫锅了[围观][哈哈][馋嘴][嘻嘻]
1,"Jim Thome hit his 600th homerun! Looks like the Thomes are on a roll. [嘻嘻] Now, what should I do today?"
1,[嘻嘻]有时间一定请@戴旭涛CEIBS 戴总和您喝酒[赞]@??王
1,这个太有爱了。//@DJ王鹏:[哈哈]//@DJ王彼得: //@一搅又是??基:转发微博
1,回复@朱小烁:[呵呵] 这里有更多美图美文哈~~http://t.cn/aB1KiA //@朱小烁:[鼓掌] 大爱大爱！好美好美！@1000Z
1,又败了，今天肯定心情很好[鼓掌] //@PennyMeng_大白:踢不烂的羽绒服到手，我爪子快，爪子快，剁不到呀剁不到，耶耶耶[江南style]
1,@蔡小岑Jason 包子哥哥生日快乐，我故意过了12点给你祝福，你懂得。你又老了一岁，要好好珍惜每一秒知道不！[哈哈]
1,走很多地方，去很多国家，把各式各样的印章收集起来，配上拍过的风景，制作一本旅行日记，留着回味。[嘻嘻]
1,膜拜ing //@baidu-狐://@凯郦Kelly:哈哈~~ 巨像越狱兔里的人妖鸡~~//@刁?:脸变型了 //@小?-tasu-舒:好像贾虫。（@?琳J）[哈哈][哈哈] //@L_粉肠: 哈哈哈哈//@君YEAH:无盐以对…// @Evan20 :难以形容
1,"[哈哈]龙哥这身行头,时尚达人"
1,#微游南京#【魅力南师】找个晴天，头顶蓝蓝的天儿，沐浴着温暖的冬日阳光，逛一逛南师大随园校区，来感受东方最美校园的魅力吧。[心] 可惜最近都是大雾，难得看到这样的美景啊！！[委屈]小伙伴们快来一饱眼福！！[嘻嘻]  （via @pjc1980）
1,大光圈就是好看，用这张图给大家说晚安，狗狗想说：希望将来的主人~能爱我一辈子，我也会爱你一辈子！！[爱你]
1,成都活动大奖韩国巴诺巴奇整形美容医院价值四千元的瘦脸针微整形术一次，韩国专家亲自来蓉。精彩互动活动，晚宴席位有限，报名从速[可爱]
1,@Eva小鱼鱼 这款白葡萄酒会有微醺，柔柔绵绵，清清爽爽的口感，鲜果粒的添加既保留了水果的原香，又有一点点点点的醉意哦[可爱][挤眼][馋嘴]//@WISH梧桐: 哈哈，WISH梧桐夏日新品哦――白葡萄酒水果酿[馋嘴]喜欢白葡萄酒的可以试试哦[挤眼][酷]@彼何邪 @Eva小鱼鱼 @李洁是大神 @AndisenWang_? @匪光光
1,10月26日就可以在云南华侨城?温泉水公园泡到星空浴咯[鼓掌] //@幸福的小笨蛋2011: 没见过，也没泡过，什么时候也来泡一泡[嘻嘻]
1,呃，弄了点爆米花配着绿茶填肚子。为了少洗个盘子，直接大锅子伺侯了，[哈哈][哈哈]。。。爆米花的做法，以前博客里写过，看这里： http://t.cn/h41Xjp
1,?味功能太强大，会不会把爷们的男人味也祛除了？[哈哈]
1,POWERLAND(PLD)主题微电影《贝之恋》非常撑得住场！[鼓掌]@dudu6264
1,//@北大新媒体:[笑哈哈] CNM报 命题，果真出手不凡！//@李开复: 这一次能得多少分？[哈哈]
1,哇，听说各位好友都在积极运动哦，@路仁娜芝 你每天跑10公里吗？太厉害啦，向你学习啊。我每天跑8公里努力，今天开始吧。[太开心]
1,[嘻嘻] //@嘻哈包袱铺官方微博:你真是一活宝！今晚去西直门的观众有福利了，小宝晚上会有六一版＜＜可爱颂＞＞[兔子]
1,哦，卖糕的@筱古  @丸子78 @iamdearpig //@断翅的魔鬼:又推我的谱子，必须得转啊[哈哈]
1,[鼓掌][good][good] //@阿掖山布衣:[话筒]#布衣诗集#阿掖山下青鸾湖，秋日残荷踏归途，明年夏季重生日，风华正茂世界殊[耶]@赵家小怪 @十月玫瑰花 @龙腾诸天 @音乐飞蛾 [围观]
1,"回复@花花虫二:[鼓掌]@南岛 @姓王名巍 //@花花虫二:从清光绪年间出现""?钱地下猫""的二厘馆丶茶居到?咸同年间出现的""有钱楼上楼""的茶楼丶茶室再到如分，广东早茶点心体现的是一种独特的分享饮食文化，并无约定俗成的奇偶数目。鸡球大包是奇数，猪润烧卖丶棉花扎是偶数......。点心"
1,准备开始加班写稿。。。以此展望2012。。。穷忙不可怕，可怕的是忙忘了自己。。。 一念之间，全在心态。。。我要各种哈皮[22][00][1][2][嘻嘻]
1,姥爷大笑[嘻嘻][哈哈][呵呵][嘻嘻][哈哈][呵呵]
1,平生第一次玩麻将，广式打法，感觉还挺有意思的[嘻嘻]
1,那个谁。[哈哈][哈哈]
1,Marseille[嘻嘻][嘻嘻]
1,我居然不脑残~！！！ //@冷笑话精选:残残更健康。。。[哈哈]
1,佳妞儿们今儿都[飞机]归，小卓上海电影节参加的咋样[馋嘴]？娜二姆英国服装代言得如何[嘻嘻]？嘎头马尔康采风，新歌等你[爱你]我坚守革命最前线，所以礼物必须拿来[哈哈][哈哈][哈哈]//2013青年盛典，@阿佳组合 @阿佳组合娜姆 @阿佳卓玛zm @阿佳卓嘎GG 同在清华，不见不散！加分儿们，走起…
1,回复@霍恩布洛尔:大姐啥风格？[嘻嘻] //@霍恩布洛尔:冯总，这期杂志，序言写的有点意思，看着挺过瘾的，应该是大姐的风格 //@中国之翼扣子:在神奇的日月潭相遇，是怎么修来的缘分？
1,明天还有谁来啊… //@古着复然coffeetime://@梅华俊:明天继续失败…[嘻嘻] //@睿咖啡reCafe:你怎么老来？[偷笑]    吃过我东西的人，永远不会记得减肥是干嘛的[嘻嘻][嘻嘻][哈哈][哈哈][奥特曼][奥特曼]
1,耕耘、希望、收获、喜悦！[太开心]
1,欢迎关注<<风尚志>>官方微信平台? //@张壬泰宇:[威武]@风尚志 漫画荣誉出品，玩点不一样的，不走寻常路！[鼓掌]@风尚无边BJ @Fiona王琳
1,#末日走你#如果明天就要分别，请允许我小小炫耀一下，我收到了朋友们送的1份礼物。据说收到礼物的人可以躲过末日，快来我的个人主页围观吧~[嘻嘻]
1,期待分享你们的旅行照片哦！[哈哈]//@E大宝的幸福生活: 哈哈，一路很顺利，在郑州因为天气闷热和生病就在酒店里待着，哪都没去[泪]到山东后玩得很high，easyboy在日照和海阳每天海边疯玩好几次，回来一身的咸鱼味[哈哈]
1,[鼓掌]如果方向没有走错的话 //@郭启煜: 有耐心的人，看到更美的风景。
1,天下熙熙，皆为利来，天下攘攘，皆为利往。 //@荆和平: //@猫步走人生: //@西山书客谭旭东:先收着。 //@范泽木:我已经看过了。 //@陈文明-:转后留看[抱抱] //@范泽木:
1,天气确实变幻莫测，现在已经全部淹没在云雾里了~幸好早起拍到了日出~[哈哈] //@马来西亚旅游局:仿佛来自云端的早安问候！#云顶高原#(Genting Highlands)是位于彭亨州西南吉保山脉中段东坡，吉隆坡东北约50公里处。这里山峦重叠，林木苍翠，可以饱览云海变幻莫测的奇观哦。
1,回复@黄若菲:谢谢亲[亲亲]早上温度太高，吃了退烧药，现在好多了[呵呵] //@黄若菲:宝贝快点好起来，六一节快乐！
1,要怎样完美的脖颈才震得住这条项链阿？[爱你][爱你][爱你]
1,飙泪推荐，又有当年的感觉了！@破逼名字真他妈难起 @快乐的小八Nancy @公关策划姜中强 //@神威: [太开心]期待一年的广播剧第三季终于出来了，戴上耳朵去聆听80后孤单的小时光吧@不乖的洋娃娃 @出版人沈晓辉 @亲爱的你一直很孤单吧
1,Kate Spade粉红长款皮夹，色彩、皮质、功能、价格... 有不入的理由吗？加拿大包邮直发到你手中，点这里就搞定了[太开心] 【86号航班】KATE SPADE 十字纹皮女式长款钱包 春季粉红新色彩 http://t.cn/8sqOPte
1,你写的真是太好了。我喜欢。。//@三亚喜来登度假酒店: 一号厨师为我们的行政主厨，来自马来西亚的Allister先生，为大家献上巨富喜感的“与鱼同乐”；二号厨师为我们的副主厨，同样来自马来西亚，”陶醉的东哥“，三号厨师为西餐主厨，杀手级的帅哥，三亚喜来登的”刀锋战士“！[哈哈]
1,#高级定制# Cartier定制手镯系列...全钻+黑玛瑙 帅气吗？哈哈哈...搭配起来异常的范儿哦...男童鞋也可以佩戴的一款！适合帅气的小伙本儿们...叠带效果更佳！！果断自留一个[偷笑][偷笑][偷笑]...之前一直缺材料，最近终于恢复接单了...要的赶快哦...[色][鼓掌]????...
1,还行 //@?煨桑?:对，是，满意了嘛[挖鼻屎] //@李千岁:这就是我们群里只会哈哈哈哈的v桑吗 //@北京-小猫:你跟@没钱的anson 学点好。。//@?煨桑?: 斑秃儿了都！ //@北京-小猫:装外地人老掉粉。头疼疼的。//@?煨桑?: 因为白头发多[哈哈] //@胡胡胡胡胡胡小蹦儿乐哈哈:为什么染黑头发啊
1,吴宇森来啦！章子怡来啦！只为助阵黑龙江卫视大型项目《全民电影》???可以让怀揣电影梦的你参与其中！从编剧、导演、演员、甚至到海报设计、为电影起名?由东方风行承制的大型季播节目《一拍成名》就是你梦想开始的地方！[鼓掌][鼓掌][鼓掌]
1,哈哈哈，山东同学，这角度拍的，冒佛光了不是？[哈哈][兔子][偷笑][太开心][干杯]
1,品好牛肉，就到赤坂亭 //@懿???:用担架会好点[哈哈][哈哈][哈哈] //@赤坂亭餐饮:[兔子]扶墙进扶墙出
1,5月30日！？有名古屋童鞋见到吗？这消息应该早报道的，还能跟着萌一下[嘻嘻]
1,看旅游报，读旅游法。不明白的就联系名片上的人！[哈哈][哈哈][哈哈]@中国旅游出版社
1,//@瑞可爷爷在成都:现在你也有机会获得我们的蛋糕啦！有木有一点小激动？[嘻嘻][嘻嘻][嘻嘻]//@Gemini-heartbreak忻:回复@瑞可爷爷在成都:嗯嗯[嘻嘻][嘻嘻][嘻嘻][爱你][爱你][爱你]//@瑞可爷爷在成都:被抽取到的幸运伙伴名单将在22号公布！希望所有的伙伴们都是幸运儿转
1,[心]//@梁?琪: 非常期待[鼓掌]
1,哇，水煮汤圆 //@芝哚: 原来小时候的熊猫这么可爱[亲亲][太开心][萌]
1,全中[委屈][委屈][委屈] //@咱们一起去旅行:处女座的童鞋你中了几枪？[嘻嘻]
1,呢外套&单肩包&牛仔裤[爱你]
1,回复@国安国米:铁板和料理都有一款打折，打折之后铁板138元，料理打折之后是135元。 //@国安国米:还打折吗？[嘻嘻]
1,[鼓掌][鼓掌][鼓掌]//@王加林2011:[威武][威武][威武] //@许健铁刨花儿:#每周日的精彩#走起[围观][鼓掌] //@谦祥益:@奏耐天津 @天津文艺广播1046 @摄影师奕柯 @每日相声 @王帅--小帅帅 @周?-小尖果儿 @陈树桐说相声的 @杨长在 @相声演员刘兰亭 好友帮转，谢谢啦！
1,@波波夫 生日快乐。我们都要听小曲儿[偷笑] //@蓝色小时:周周生日快乐！[嘻嘻]我们都爱你哦[爱你]~是吧，各位亲 @云在青天lemon   @刘薯米   @1蔡蔡1   @xue0328   @澡澡
1,我觉得也不错~~~恩?~~不过要是有个女的这么跟我聊天，我会觉得有点儿可怕。PS:有个女的晚上4点半跟你共处一室你还有心情跟她聊台湾问题么？[嘻嘻]
1,昨天吃的很长知识！//@摄影师姜平:回复@心泉之家:谢谢你的美食和食文化。 //@心泉之家:姜老师，是葛仙米。谢谢您送我回家[可爱]
1,[围观] //@全球顶尖摄影:[鼓掌]女巫哦，好神奇！
1,忙碌的一天开始了，也是2012的最后一天 ，把所有的不愉快都留下，带着好运迎接新年........[哈哈] 我在:http://t.cn/zjHXguk
1,原来我是冠军……[可爱] //@美食零食控:最记得别人对他好的星座排行 [呵呵]  星座很准很神奇，强烈推荐喜欢星座的童鞋关注@星座爱情001
1,我在#万怡轩#。安海菜果：外表金黄，内部绵软，外，古法秘制[鼓掌]~http://t.cn/zT5Oa3z（来自@微美食客户端）
1,#与飞行有关的那些事儿#十一长假闲在家，让小海来教你们画飞机吧[哈哈]
1,爱油~ 不错哦~ //@Z雅芳: 宝贝@林琨智 @朵朵的快乐时光 加油[爱你][鼓掌][鼓掌][鼓掌]@厦门安贝儿 @雅琼爱美食 @joker说 @狼屁屁 @顿悟ING @BOSS_宏越 @A_Pun去流浪 @不拎兔 @霏凡喵的呐喊 @澎澎V @sunnya818 @Hi哒
1,[哈哈]你爹的！
1,#县长带你游光泽#梨花如雪，廊桥如梦，这个春天，去光泽吧！[哈哈][din推撞]@MillyChan丽美 @不捉老鼠的懒猫 @小布行路上
1,呵呵！[可爱] //@阳光下的大格格:[害羞][害羞]鼓掌鼓掌，回答正确[鼓掌]//@三样菜帮主: 呵呵！是佳佳吗？[可爱] //@阳光下的大格格:哇哦哦，苏帮主又上朝廷台了哈哈哈。你猜你猜我是谁，我猜你猜不对哈哈哈//@三样菜帮主: 呵呵！看到我啦！元旦快乐哦[爱你]
1,同性！必须滴//@王轶鸣：[哈哈] //@财经网:【你的选择呢？】
1,管他2、3还是5，该来的总是好日子~不解释，懂者自懂[嘻嘻]
1,@倪倪artjia 收到了！跟炸药包一样！前台姑娘手快断了。顺便问一下，介是故意的不是？[哈哈]
1,真酸[嘻嘻]
1,鹅蛋祯的由来。[哈哈]  //@晓朴2011:顶下。 //@摄影师火牛:回复@miss魏祯:完美的鹅蛋你好，我是新人，请多关照...[困] //@miss魏祯:回复 @1stwing:原来我是完美的鹅蛋脸啊???
